,County Name,State,ObamaVotes.12,RomneyVotes.12,votes_dem.16,votes_gop.16,total_votes.16,per_dem.16,per_gop.16,diff.16,per_point_diff.16,bushVote.04,kerryVote.04,Total.Precincts.08,Precincts.Reporting.08,Obama.08,McCain.08,Other.08,name,x_coord,y_coord,state_abbr,total_population,white_population,white_population_error,black_population,black_population_error,total_households,average_household_size,average_family_size,fertility,enrolled_hs,enrolled_higher_ed,edu_less_than_9th,edu_hs_no_diploma,edu_hs_diploma,edu_college_no_degree,edu_college_bachelors,edu_college_graduate_professional,in_labor_force_yes,in_labor_force_no,public_transportation_to_work,working_at_home,occupation_management_business_science_arts,income_less_than_10000,income_10000_to_24999,income_25000_to_49999,income_50000_to_99999,income_100000_to_149999,income_150000_to_199999,income_more_than_200000
888,essex,new jersey,217950,61595,231031,62059,299808,0.7705965151,0.2069958107,587,1815,80822,191999,551,547,228944,72370,1769,Essex,-74.246315,40.7873,NJ,780872,331632,502,319870,174,277426,2.74,3.41,12494,46944,53268,41929,50093,147993,83385,98524,62994,399973,207438,68629,10185,129853,25306,41466,60201,76582,35892,35892,22369
889,essex,new york,8835,6495,6760,7275,15079,0.4483055906,0.482459049,1918,874,8971,7855,42,42,9531,7189,252,Essex,-73.767963,44.113105,NY,39416,37002,164,1073,324,16098,2.23,2.74,361,2337,1765,984,2234,9834,5269,4259,3006,19022,13741,64,1192,5868,783,3313,4631,5242,1491,1491,287
890,essex,vermont,1539,1169,1019,1506,2706,0.3765705839,0.55654102,1852,284,1591,1276,13,13,1731,1218,129,Essex,-71.720604,44.731851,VT,6359,6178,528,NA,NA,2842,2.24,2.74,47,339,186,329,478,2080,713,513,230,3246,2030,2,159,820,252,734,829,846,132,132,28
891,essex,virginia,3009,2602,2541,2657,5354,0.4745984311,0.4962644752,158,409,2304,2007,5,5,2934,2379,46,Essex,-76.951431,37.944415,VA,10901,6390,916,4202,1043,4466,2.41,2.89,110,649,299,592,922,2785,1552,975,291,5598,3325,0,185,1545,321,715,1406,1396,484,484,25
892,estill,kentucky,1356,3749,1108,4236,5538,0.2000722282,0.7648970748,1324,1821,3633,1907,15,15,1555,3685,74,Estill,-83.964594,37.692899,KY,14733,14128,503,NA,NA,5604,2.61,3.16,158,756,273,1754,1625,4302,1347,356,316,5490,6238,53,51,1083,1127,1303,1740,1088,277,277,42
893,etowah,alabama,12792,29102,10350,32132,43474,0.2380733312,0.7391084326,883,1537,26999,15328,58,58,13480,30562,537,Etowah,-86.03825,34.047533,AL,104066,85437,517,15658,610,41584,2.46,3,1293,5547,4502,4468,8899,23583,17328,7018,4208,46024,37016,24,1245,12105,4371,9683,12706,10150,3486,3486,538
894,eureka,nevada,107,663,74,723,854,0.0866510539,0.8466042155,2204,2401,571,144,4,4,144,564,37,Eureka,-116.269805,39.978797,NV,1724,1628,209,NA,NA,724,2.38,3.17,49,100,31,35,106,437,287,176,36,892,430,20,74,379,24,102,172,280,113,113,17
895,evangeline,louisiana,5330,10176,4208,10357,14879,0.2828147053,0.6960817259,2139,1157,7949,5757,59,59,5852,9792,330,Evangeline Parish,-92.412131,30.733084,LA,34419,23690,510,9692,360,12304,2.64,3.23,680,1928,1161,4103,3229,8045,2827,1535,786,13077,13179,17,312,3227,1994,3014,2668,3411,861,861,79
896,evans,georgia,1266,2267,1130,2404,3602,0.313714603,0.6674069961,262,917,2291,1213,12,12,1374,2462,19,Evans,-81.890873,32.158071,GA,10966,6705,323,3343,32,4022,2.6,3.14,153,692,459,668,1183,2533,1201,525,404,4825,3610,0,100,1243,500,629,1452,1076,283,283,38
897,fairfax,virginia,260835,173786,354485,157837,542858,0.6529976532,0.2907519093,787,946,211980,245671,231,231,310359,200994,3895,Fairfax,-77.276396,38.833867,VA,1048554,680404,508,94957,18,381768,2.73,3.26,14920,60134,82157,30164,27227,99012,103896,217459,194382,608225,214931,50567,26851,320990,9714,18173,45624,105026,84293,84293,66571
898,fairfield,connecticut,214757,172238,238723,155457,410279,0.5818552741,0.378905574,2528,367,189605,205902,176,174,232339,160890,2673,Fairfield,-73.371027,41.225499,CT,905342,698756,516,95224,44,331782,2.66,3.23,12038,54533,56618,33364,37898,144501,90131,149308,115218,475682,228130,39612,21642,188526,16505,34420,53776,91048,55943,55943,53076
899,fairfield,ohio,28831,40134,24150,43163,70542,0.3423492388,0.6118766125,747,604,42057,24321,125,125,28487,40708,1087,Fairfield,-82.628052,39.745644,OH,143949,130811,429,8236,607,53911,2.63,3.05,1891,8883,7402,1815,6097,35554,20017,15475,7559,74377,36068,233,2763,24780,2776,7587,13343,19050,7748,7748,1113
900,fairfield,south carolina,7743,3996,6936,4024,11252,0.6164237469,0.3576253111,1234,562,3515,5748,27,27,7591,3912,116,Fairfield,-81.125623,34.396023,SC,24040,9272,432,14284,627,9121,2.58,3.36,217,1577,1012,1237,2277,6382,2679,1750,845,10671,8344,15,222,2784,1594,2152,2541,1946,586,586,87
901,fallon,montana,236,1123,154,1276,1474,0.1044776119,0.8656716418,131,2405,1178,289,6,6,318,1082,50,Fallon,-104.411006,46.35361,MT,2813,2743,257,NA,NA,1193,2.36,2.95,9,164,70,103,133,838,448,235,76,1670,599,0,153,535,33,277,283,403,155,155,23
902,fallriver,south dakota,1137,2256,821,2511,3563,0.2304238002,0.7047431939,589,1417,2409,1323,16,16,1338,2348,123,Fall River,-103.516358,43.245477,SD,7078,6442,116,NA,NA,3014,1.92,2.63,7,365,201,272,421,1763,1341,766,296,3173,2679,0,174,1151,465,668,822,804,198,198,20
903,falls,texas,2033,3356,1682,3438,5232,0.3214831804,0.6571100917,647,848,3378,2125,14,14,1958,2975,36,Falls,-96.931593,31.257512,TX,17799,11900,486,4303,488,5700,2.89,3.64,200,1302,755,1264,1836,4185,2504,660,482,7162,7100,12,237,1562,795,1445,1597,1467,336,336,8
904,fallschurch,virginia,5006,2141,5810,1323,7667,0.7577931394,0.1725577149,1750,1907,2074,3944,6,6,4695,1970,71,Falls Church city,-77.174558,38.88505,VA,11465,8974,247,NA,NA,4706,2.44,3.1,173,769,993,221,114,878,778,2347,3143,6643,2324,1065,411,3952,189,180,660,1088,1007,1007,924
905,fannin,georgia,2027,7853,1920,9622,11764,0.1632097926,0.8179190751,2421,2151,6859,2727,14,14,2611,7807,154,Fannin,-84.319284,34.864145,GA,23337,22593,131,NA,NA,10524,2.21,2.67,259,888,795,1529,2294,6868,2718,1544,1252,10591,8735,120,131,2475,891,2932,3056,2552,748,748,78
906,fannin,texas,2482,8143,2123,9536,11972,0.1773304377,0.7965252255,2373,2034,7892,4000,20,20,3464,8090,101,Fannin,-96.105154,33.588237,TX,33765,29424,591,2477,230,11676,2.71,3.24,360,2072,1187,1533,2559,9356,5011,2433,993,15357,11721,38,415,3861,918,2438,3085,3889,982,982,171
907,faribault,minnesota,3407,4104,2153,4659,7355,0.2927260367,0.6334466349,1049,870,4794,3770,33,33,3736,4197,196,Faribault,-93.947845,43.6771,MN,14819,14282,1095,NA,NA,6301,2.31,2.87,139,978,490,538,617,4238,2417,1252,352,7770,4258,14,499,2132,494,1442,1745,2017,455,455,66
908,faulk,south dakota,331,765,204,858,1118,0.1824686941,0.7674418605,2212,1906,945,418,7,7,426,739,27,Faulk,-99.149587,45.068683,SD,2386,2364,432,NA,NA,913,2.6,3.34,32,141,38,229,72,646,274,213,48,1087,818,2,176,438,114,213,198,284,51,51,17
909,faulkner,arkansas,13559,26653,14525,29170,46364,0.3132818566,0.6291519282,422,774,21514,14538,51,51,14099,25310,862,Faulkner,-92.335289,35.147169,AR,108375,93069,557,10848,468,40928,2.53,3.02,1126,5133,13407,2933,5167,20556,14558,11436,5510,56668,27851,117,1745,17831,3684,7574,10982,12542,4215,4215,850
910,fauquier,virginia,13891,20955,12960,22110,37124,0.3491003125,0.5955715979,2640,514,19011,10712,20,20,14616,19227,287,Fauquier,-77.808543,38.740657,VA,64546,56251,582,5435,423,22369,2.86,3.36,684,4133,3547,1660,2789,12585,9602,8212,5137,35139,14588,389,1660,14474,728,1617,3852,6870,4778,4778,2270
911,fayette,alabama,1803,6034,1358,6705,8196,0.1656905808,0.8180819912,1968,2142,5534,2408,29,29,1988,5875,80,Fayette,-87.735378,33.729772,AL,17472,15128,779,1954,1132,7164,2.39,2.91,165,964,526,1359,1698,4547,2466,694,448,7285,6732,14,87,1639,816,1811,2348,1764,295,295,36
912,fayette,georgia,19703,38046,23255,35034,60387,0.3850994419,0.580157981,177,326,37322,14862,38,38,20313,38501,470,Fayette,-84.492885,33.414957,GA,105344,76802,753,20293,612,37683,2.78,3.17,894,8504,6232,1443,3019,14883,15943,18136,10745,53930,27064,403,3335,21922,910,3162,7040,12059,8205,8205,2763
913,fayette,illinois,2848,5950,1814,7363,9515,0.1906463479,0.7738307935,2008,1896,5879,3570,32,32,3963,5493,214,Fayette,-89.017804,39.001152,IL,22007,21567,352,NA,NA,8176,2.66,3.24,232,1314,1229,1134,1429,6371,2742,1346,802,10853,6687,104,564,2828,568,1910,2320,2370,769,769,84
914,fayette,indiana,3553,5044,2252,6839,9530,0.2363064008,0.7176285414,1782,1456,5761,3626,28,28,4387,4917,151,Fayette,-85.176249,39.643844,IN,24367,23595,1058,NA,NA,9864,2.43,2.95,389,1397,1316,1277,2587,7215,3227,798,668,10904,8315,31,110,2374,1075,2196,3117,2610,695,695,74
915,fayette,iowa,5709,4484,3666,5591,9813,0.3735860593,0.5697544074,763,334,5106,5156,26,26,5889,4199,115,Fayette,-91.845342,42.85818,IA,20992,20414,972,NA,NA,8474,2.38,2.9,337,1229,1466,677,1005,6099,2742,1632,716,10705,6171,44,672,2941,609,1817,2487,2852,492,492,88
916,fayette,kentucky,62078,60793,69776,56890,136112,0.5126366522,0.4179646174,275,2541,66399,57989,274,274,66040,59884,1713,Fayette,-84.45946,38.042746,KY,288045,222371,12,41168,943,120917,2.29,2.9,3855,12228,37986,8211,13487,39032,39326,42004,30442,162512,71371,2091,4441,62826,10794,22084,29888,35527,13875,13875,4406
917,fayette,ohio,4075,6456,2672,7763,10817,0.2470185819,0.7176666359,1904,1400,7221,4244,26,26,4199,6931,183,Fayette,-83.45083,39.564719,OH,28913,27397,108,660,93,11597,2.46,2.99,440,1805,961,763,2681,9219,3084,1565,974,14920,7699,13,464,3236,902,2513,3733,3289,892,892,111
918,fayette,pennsylvania,21841,25845,17826,34388,53426,0.3336577696,0.6436566466,566,753,24484,28289,105,105,25509,25669,607,Fayette,-79.649092,39.921104,PA,138807,129926,356,5565,505,55363,2.43,2.97,1416,7107,4980,5139,11865,48622,13058,9244,4548,60102,53664,163,1096,14155,5354,15232,15334,14824,3410,3410,441
919,fayette,tennessee,6683,12682,5865,13046,19306,0.3037915674,0.675748472,2324,991,8960,5692,17,17,6888,12158,189,Fayette,-89.413304,35.188741,TN,37458,26073,237,10782,10,13498,2.72,3.07,563,1848,1512,1865,2590,9317,5576,3395,1492,18659,10847,18,523,5138,1029,1829,3078,4701,1693,1693,561
920,fayette,texas,2311,8098,2127,8648,11029,0.1928551999,0.7841146069,2209,1932,7526,2803,27,27,3009,7572,82,Fayette,-96.926304,29.864754,TX,24175,21392,527,1599,104,10658,2.2,2.69,331,1324,579,1690,1941,6127,3322,2321,725,11845,7590,15,346,3383,611,2152,2968,3326,1066,1066,286
921,fayette,west virginia,5368,8304,4246,10263,15187,0.2795812208,0.6757753342,2111,1094,7767,8860,39,39,7134,7578,291,Fayette,-81.087168,38.031135,WV,46138,43065,1138,2214,180,18140,2.43,2.92,436,2509,2283,3229,4424,14809,5408,2343,1162,17864,19843,23,578,4266,2033,5259,5107,4632,824,824,74
922,fentress,tennessee,1559,5240,1100,6032,7311,0.1504582137,0.8250581316,1870,2212,4293,2371,13,13,1831,4789,119,Fentress,-84.927652,36.384006,TN,17777,17520,643,NA,NA,7331,2.42,2.88,304,855,363,1754,1761,5560,1409,786,468,7371,6712,10,437,1891,1194,2050,2098,1283,537,537,19
923,fergus,montana,1628,4243,1196,4235,5782,0.2068488412,0.7324455206,1286,1650,4425,1582,16,16,1921,4100,190,Fergus,-109.222007,47.261544,MT,11513,11102,819,NA,NA,4966,2.26,2.86,165,674,495,439,474,2779,2027,1277,651,5895,3650,0,347,2156,389,1203,1533,1323,303,303,78
924,ferry,washington,1276,1966,960,1927,3123,0.3073967339,0.6170349023,2699,750,2011,1192,8,5,1386,1817,103,Ferry,-118.508651,48.469558,WA,7504,5749,1105,NA,NA,2706,2.72,3.24,25,504,229,143,440,2004,1100,557,293,2718,3299,0,249,718,311,692,763,703,172,172,44
925,fillmore,minnesota,5713,4913,3872,6271,10976,0.3527696793,0.5713374636,997,417,5694,5825,37,37,5921,4993,265,Fillmore,-92.088956,43.675073,MN,20978,20617,528,NA,NA,8546,2.39,2.91,378,1145,690,1083,830,5306,2794,1967,796,11120,5374,279,899,3540,585,1569,2446,2831,841,841,125
926,fillmore,nebraska,794,1972,610,2100,2879,0.2118791247,0.7294199375,442,1615,2292,816,16,16,953,1907,54,Fillmore,-97.596394,40.524934,NE,5953,5743,330,NA,NA,2572,2.17,2.65,76,454,156,142,205,1625,997,550,191,3126,1683,0,297,1095,192,510,757,903,151,151,15
927,finney,kansas,2307,5108,3006,6155,9731,0.3089096701,0.6325146439,1335,800,7361,2303,29,29,3188,6776,150,Finney,-100.746062,38.046735,KS,36139,31108,914,NA,NA,11974,2.98,3.46,772,2605,1649,3474,2738,5005,4046,2276,1286,19116,6694,55,558,4117,543,1843,3528,4342,1148,1148,323
928,fisher,texas,512,1094,403,1265,1722,0.2340301974,0.7346109175,2574,1533,1161,757,11,11,687,1083,14,Fisher,-100.398597,32.740941,TX,4057,3256,244,NA,NA,1673,2.37,2.89,62,286,92,259,286,1198,537,312,123,1819,1416,0,48,547,111,496,350,583,107,107,26
929,flagler,florida,23204,26966,21985,33804,57413,0.3829272116,0.5887865118,181,378,19632,18574,38,38,24682,23931,352,Flagler,-81.296926,29.469979,FL,91806,76474,713,9919,609,36182,2.52,2.94,964,4432,3990,1950,4678,22322,17094,10331,4527,38678,36686,140,1911,12354,2091,6029,10745,12514,3270,3270,826
930,flathead,montana,13534,27694,13233,30079,46144,0.2867761789,0.6518507282,583,958,25966,11566,42,42,15976,25361,1971,Flathead,-114.018737,48.290827,MT,89215,85561,476,NA,NA,36348,2.43,2.94,1260,5131,2770,1156,3638,19890,14883,11581,4693,45361,25122,163,3296,12644,2152,6916,10997,11347,3178,3178,831
931,fleming,kentucky,1911,3780,1348,4722,6250,0.21568,0.75552,1413,1705,3749,2406,18,18,2279,3432,121,Fleming,-83.69466,38.37403,KY,14318,13860,467,NA,NA,5568,2.55,3.08,145,851,651,1401,1038,3423,1538,629,593,6892,4295,12,421,2005,842,1400,1420,1490,358,358,46
932,florence,south carolina,28508,28825,26630,29498,57770,0.4609658993,0.5106110438,1209,1514,27488,21267,68,68,26491,27611,494,Florence,-79.707319,34.023779,SC,134897,76187,463,54941,603,51636,2.54,3.07,1583,7883,7855,6132,10890,30266,15819,11687,6711,65821,39315,326,2376,19317,5137,10651,14831,14214,4505,4505,912
933,florence,wisconsin,952,1643,666,1897,2651,0.2512259525,0.7155790268,221,1374,1703,993,8,8,1134,1512,33,Florence,-88.399329,45.851098,WI,4587,4427,65,NA,NA,2048,2.21,2.59,52,228,221,89,343,1536,773,343,72,2273,1566,1,99,490,199,438,700,581,102,102,3
934,floyd,georgia,9595,22636,9127,24045,34250,0.2664817518,0.7020437956,445,1254,21338,10010,27,27,10691,23132,374,Floyd,-85.215026,34.2633,GA,95810,75950,1015,13786,788,34977,2.63,3.15,910,5121,7153,6150,8898,20451,12682,6719,4499,45104,30050,261,1065,12556,3276,7639,9809,9931,2771,2771,823
935,floyd,indiana,14805,19868,13939,21427,37225,0.3744526528,0.5756077905,2385,359,19877,13857,60,60,16248,19944,305,Floyd,-85.903094,38.319328,IN,73594,67418,341,3508,547,28966,2.5,2.97,883,4370,4145,2030,4242,17542,10760,7112,3739,39653,18216,270,909,12328,1838,4289,7673,9970,3536,3536,616
936,floyd,iowa,4674,3466,3177,4371,7985,0.3978710081,0.5474013776,189,182,3716,4314,10,10,4797,3044,179,Floyd,-92.78978,43.058144,IA,16394,15729,972,NA,NA,6779,2.35,2.97,269,902,589,405,538,4959,2502,1205,474,8362,4596,45,467,2236,613,1564,1953,2047,418,418,84
937,floyd,kentucky,4733,9784,4015,11993,16521,0.24302403,0.7259245808,2474,1459,6612,11132,42,42,7530,7741,388,Floyd,-82.748301,37.555669,KY,39949,39059,1165,NA,NA,15542,2.48,2.99,415,1923,1420,4292,4289,9584,4726,1972,1245,13779,18309,78,512,3326,2536,4541,4165,3221,805,805,135
938,floyd,texas,551,1523,435,1473,1958,0.222165475,0.7522982635,38,1668,2007,567,6,6,729,1784,7,Floyd,-101.30305,34.073713,TX,6599,5786,338,NA,NA,2612,2.52,2.91,38,402,154,665,407,1340,884,505,217,3167,1698,0,126,922,228,690,672,796,199,199,0
939,floyd,virginia,2732,4671,2300,5289,7972,0.2885097842,0.6634470647,1264,1004,4162,2488,6,6,2937,4441,125,Floyd,-80.36317,36.93601,VA,15030,14420,1132,NA,NA,6334,2.37,2.88,122,721,469,868,1344,3708,2011,1512,571,7708,4452,82,392,2256,576,1414,1590,2271,321,321,60
940,fluvanna,virginia,5885,6678,5751,7018,13492,0.4262525941,0.5201600949,254,2537,6458,4415,7,7,6185,6420,114,Fluvanna,-78.278911,37.844377,VA,25308,20512,280,4006,417,9128,2.66,3.11,361,1304,911,1081,1519,5364,3766,3039,1583,12467,7508,50,991,4162,352,910,2221,3418,1666,1666,260
941,foard,texas,140,346,113,383,511,0.2211350294,0.7495107632,1132,1662,347,235,5,5,208,327,13,Foard,-99.777656,33.980906,TX,1379,1228,62,NA,NA,563,2.43,2.97,0,110,6,87,146,345,182,76,74,758,361,0,22,199,76,176,129,116,63,63,3
942,fonddulac,wisconsin,22356,30329,17391,31044,51094,0.3403726465,0.6075860179,335,598,33291,19214,75,75,23457,28155,601,Fond du Lac,-88.490804,43.755355,WI,100919,95487,565,1127,141,40484,2.43,2.95,1033,5660,6492,2670,5213,27469,14260,8321,4003,56912,23499,209,1957,13778,2167,6645,10725,15236,4035,4035,742
943,ford,illinois,1654,4225,1410,4474,6289,0.2242009858,0.7114008586,1299,1474,4511,1912,22,22,2226,4075,80,Ford,-88.224515,40.594545,IL,14113,13794,608,NA,NA,5638,2.38,2.97,194,859,606,478,755,3980,1987,1356,367,7364,3803,4,257,1931,364,928,1623,1929,613,613,27
944,ford,kansas,2468,5459,2032,4994,7425,0.2736700337,0.6725925926,1254,1108,6460,2212,27,27,2848,5587,141,Ford,-99.883228,37.691991,KS,32727,28594,868,NA,NA,11010,2.95,3.42,688,2118,1255,3149,2713,4962,3674,2224,1091,16939,6739,4,384,4061,1007,1615,3403,3794,843,843,173
945,forest,pennsylvania,894,1381,626,1680,2398,0.2610508757,0.7005838199,57,1276,1511,953,9,9,1014,1366,40,Forest,-79.236411,41.520744,PA,7585,6323,270,1199,189,1996,2.69,3.43,63,325,173,263,823,2861,836,249,294,2170,4556,0,47,382,175,545,654,515,80,80,5
946,forest,wisconsin,2421,2172,1583,2787,4507,0.3512314178,0.6183714222,197,597,2608,2509,18,18,2671,1960,46,Forest,-88.777119,45.667573,WI,9534,7908,569,NA,NA,4182,2.16,2.57,110,596,335,263,688,2914,1462,498,295,4257,3520,11,191,962,454,950,1265,1181,247,247,33
947,forrest,mississippi,12079,15339,11271,15149,27284,0.4130992523,0.5552338367,1581,157,15966,9781,33,33,11622,15296,266,Forrest,-89.25875,31.186842,MS,74290,45380,585,26494,348,28115,2.52,3.21,999,4174,9827,2126,4868,12485,10019,6633,4787,36505,21858,83,730,10586,3444,7557,7390,6703,1967,1967,404
948,forsyth,georgia,14544,65853,23427,69801,97314,0.2407361736,0.7172760343,1795,1428,47254,9198,34,34,15406,59166,705,Forsyth,-84.126721,34.223775,GA,163885,144316,26,4285,457,55380,2.95,3.31,2158,9140,6797,4540,5313,21570,20212,32677,13113,83497,35400,546,6953,35725,1688,3961,8680,18012,12195,12195,4972
949,forsyth,north carolina,91606,79177,92488,74793,172509,0.5361343466,0.4335599882,658,35,74743,62333,103,103,90712,73304,918,Forsyth,-80.256884,36.1301,NC,342989,218048,156,89102,938,136612,2.44,3.08,4601,18372,25555,10986,18517,63486,46037,47147,23236,173996,94719,1931,4875,60000,11370,23869,37034,41019,13809,13809,4750
950,fortbend,texas,101043,116028,134475,117212,260367,0.5164825035,0.4501799383,622,2172,93554,68655,140,140,98136,102846,1011,Fort Bend,-95.773554,29.53294,TX,541983,292878,455,116895,940,167620,3.2,3.54,8361,38525,34782,18779,19517,68081,71615,89208,46452,273945,124905,4498,9852,118570,5836,14031,30455,51962,33045,33045,16291
951,foster,north dakota,604,1028,346,1237,1699,0.2036492054,0.7280753384,2611,1645,1215,518,6,6,687,913,50,Foster,-98.885309,47.459774,ND,3434,3417,303,NA,NA,1506,2.25,2.81,61,258,134,183,118,847,520,416,30,1703,1113,6,180,691,139,328,433,439,119,119,37
952,fountain,indiana,2233,4660,1476,5661,7474,0.1974846133,0.7574257426,1665,1795,5260,2477,22,22,3094,4151,157,Fountain,-87.244396,40.122725,IN,17329,16825,32,NA,NA,6952,2.46,2.97,120,1131,488,475,1511,5380,2096,756,514,8681,4853,5,365,1774,502,1298,2235,2180,630,630,19
953,franklin,alabama,3171,7567,2197,9466,11955,0.1837724801,0.7918025931,2339,1990,7690,4514,26,26,3469,8048,153,Franklin,-87.843648,34.435932,AL,31383,27392,750,1329,183,12367,2.49,2.96,279,1590,1020,2619,3732,6714,3905,1581,873,14574,9824,23,171,2838,1448,3233,3408,3243,694,694,142
954,franklin,arkansas,1725,4631,1376,5034,6698,0.205434458,0.7515676321,1509,1733,4179,3005,31,31,1868,4407,195,Franklin,-93.891926,35.51225,AR,18176,17354,916,NA,NA,6741,2.69,3.28,321,1008,745,840,1289,5203,2885,1043,379,7923,6391,68,431,1758,543,2052,2013,1500,485,485,102
955,franklin,florida,1845,3570,1738,4119,6003,0.2895219057,0.6861569215,989,1097,3472,2400,8,8,2122,3799,76,Franklin,-84.816733,29.801578,FL,11470,9773,694,1483,663,4699,2.19,2.58,314,373,211,671,1212,3023,1645,1154,478,5277,4436,40,132,1009,573,1234,1175,1288,234,234,60
956,franklin,georgia,1499,6112,1243,7054,8474,0.1466839745,0.8324286051,2063,2247,5216,2245,15,15,1910,6054,84,Franklin,-83.22767,34.373292,GA,22121,19692,1111,1903,1146,8691,2.5,2.98,310,1068,1250,974,2837,5882,2318,1355,668,9965,7752,0,497,2609,1107,1895,2651,2235,588,588,86
957,franklin,idaho,325,5195,385,3901,5499,0.0700127296,0.7094017094,1466,2107,4527,456,17,17,599,4231,226,Franklin,-111.810342,42.182774,ID,12497,11808,124,NA,NA,4080,3.06,3.5,200,1013,300,169,425,2938,1813,891,433,5535,3020,42,659,1360,193,733,1406,1404,194,194,69
958,franklin,illinois,7245,10253,4711,13101,18533,0.2541952193,0.7069012033,2537,1330,10385,8815,35,35,8873,9390,356,Franklin,-88.923398,37.9921,IL,39528,38662,10,NA,NA,16228,2.41,2.98,397,2027,1700,1557,2883,9173,7483,2370,1016,17609,14072,8,557,3705,1655,4011,5169,4232,928,928,31
959,franklin,indiana,2907,7421,1967,8665,10990,0.1789808917,0.78844404,2236,1998,6978,2299,24,24,3404,7017,178,Franklin,-85.055745,39.422146,IN,23194,22828,749,NA,NA,8347,2.75,3.19,243,1470,785,668,1592,6918,2366,1637,905,11211,6652,13,505,2937,481,1292,2231,2995,910,910,155
960,franklin,iowa,2256,2818,1490,3153,4915,0.3031536114,0.6415055951,572,861,3124,2333,15,15,2566,2495,55,Franklin,-93.260473,42.730529,IA,10697,9727,244,NA,NA,4189,2.5,3.04,97,547,307,397,768,2563,1806,806,267,5499,2960,14,266,1308,308,651,1448,1406,281,281,43
961,franklin,kansas,3611,6893,2829,7025,10658,0.2654344155,0.6591292926,1669,1078,7278,3874,25,25,4366,6969,226,Franklin,-95.287808,38.567251,KS,25841,24098,1165,NA,NA,10197,2.49,2.97,363,1632,1694,628,1020,6581,4283,2168,927,13775,6048,38,448,3568,488,1584,3088,3873,850,850,38
962,franklin,kentucky,11535,11345,10717,11819,23840,0.4495385906,0.4957634228,112,1363,12281,11620,44,44,11767,11911,401,Franklin,-84.878616,38.235272,KY,49067,41474,338,5178,440,20878,2.25,2.88,539,2452,2979,2094,2783,11199,6835,5882,3241,25350,14282,239,665,8058,1539,3686,5563,6485,2439,2439,480
963,franklin,louisiana,2921,6294,2506,6514,9162,0.2735210653,0.7109801353,1618,1264,6141,2828,28,28,2959,6278,119,Franklin Parish,-91.672716,32.138244,LA,20727,13878,779,6622,113,7844,2.51,3.03,494,942,666,1694,2468,5195,2370,1053,490,8649,7325,0,206,1805,1079,2032,2041,1779,639,639,109
964,franklin,maine,9292,6305,7001,7900,16382,0.4273592968,0.4822366011,2621,1743,7355,9464,25,25,10582,6986,457,Franklin,-70.443625,44.976818,ME,30657,29947,890,NA,NA,12498,2.34,2.78,324,1648,2199,805,1753,7647,3767,3105,1999,15683,9462,6,912,4344,783,3014,3903,3710,757,757,107
965,franklin,massachusetts,27024,9338,24369,10327,37987,0.6415089373,0.2718561613,371,980,11058,25550,40,40,27818,9528,922,Franklin,-72.591287,42.583299,MA,71523,67760,282,834,195,30447,2.32,2.84,696,3890,4691,1141,3406,15686,9364,9283,7323,40269,18826,509,2110,14345,1713,5153,7817,10539,3716,3716,653
966,franklin,mississippi,1706,2705,1471,2685,4219,0.3486608201,0.6364067315,207,672,2883,1566,14,14,1722,2896,43,Franklin,-90.898055,31.477504,MS,8130,5215,945,2871,679,2995,2.71,3.39,78,565,298,271,879,1951,1206,608,97,3274,2961,48,101,834,205,877,982,675,151,151,71
967,franklin,missouri,16294,29271,12339,35420,50045,0.2465580977,0.7077630133,951,1359,26428,18556,52,52,21251,27351,682,Franklin,-91.076131,38.407669,MO,100737,98062,50,1159,101,38556,2.59,3.07,1303,5921,4606,3832,6223,24358,15756,6969,4071,52218,26221,0,1403,13166,2318,6398,10925,13435,4013,4013,745
968,franklin,nebraska,381,1110,250,1345,1656,0.1509661836,0.8121980676,104,2166,1277,412,5,5,442,1078,27,Franklin,-98.947494,40.183163,NE,3229,3178,232,NA,NA,1385,2.25,2.8,76,167,115,95,182,838,641,271,113,1516,1107,0,61,482,125,310,459,411,66,66,14
969,franklin,new york,9065,5248,6517,7636,15148,0.4302218115,0.5040929496,127,2370,7875,8674,49,49,9593,6245,222,Franklin,-74.309128,44.60032,NY,51697,43438,206,3467,343,19115,2.34,2.83,598,2654,2211,2208,3729,14316,5504,3338,2812,22475,19739,128,1146,6278,1836,3759,5465,5719,1900,1900,167
970,franklin,north carolina,13317,14480,12811,16320,29902,0.4284328807,0.5457828908,1462,77,11341,9127,20,20,13022,13183,194,Franklin,-78.284402,36.078542,NC,58473,38922,676,15571,481,22765,2.5,2.99,618,3090,3003,2678,5132,13724,8063,4157,1800,29017,16678,69,840,7931,1958,4009,6874,7247,1871,1871,247
971,franklin,ohio,325654,207941,335961,192328,554711,0.6056505099,0.3467174799,401,563,234196,275573,860,860,305447,205701,6596,Franklin,-83.009799,39.9697,OH,1141117,810291,242,239772,128,457799,2.44,3.12,18829,62162,111977,23250,58175,198147,150048,167231,89556,626502,268708,13405,21897,227394,41586,72018,119336,140906,50980,50980,15193
972,franklin,pennsylvania,18910,43072,17322,49554,69345,0.2497945057,0.7146009085,1362,1375,40764,16127,75,75,21052,41711,560,Franklin,-77.723804,39.927135,PA,146558,137439,724,4684,564,58290,2.46,2.96,2214,7635,6358,5324,10844,42981,15395,11186,7022,74882,40463,213,2704,21476,2683,9313,16492,20706,6427,6427,1192
